entry_date,exit_date,entry,exit,pnl,hold_days,type
2022-01-05,2022-01-06,1827.10761,1783.9271535022938,-10.913597263156364,1,Stop Loss
2022-01-10,2022-01-21,1800.77868,1829.78502,6.408932405955032,11,Signal Exit
2022-01-24,2022-01-26,1843.72587,1827.68733,-4.543633485720003,2,Signal Exit
2022-02-02,2022-02-17,1811.49045,1898.9089,20.67208127851998,15,Signal Exit
2022-03-23,2022-03-28,1939.43103,1937.6662199999998,-0.47180788882501595,5,Signal Exit
2022-03-30,2022-04-04,1938.2297099999998,1928.47634,-1.4959005471999878,5,Signal Exit
2022-04-05,2022-04-19,1926.21651,1954.14807,3.4880428886819987,14,Signal Exit
2022-04-20,2022-04-21,1955.0481900000002,1943.26006,-2.1251578541375213,1,Signal Exit
2022-05-03,2022-05-04,1872.6576599999999,1866.74432,-1.225828955924974,1,Signal Exit
2022-05-05,2022-05-09,1877.7632700000001,1856.5555399999998,-3.560455435191548,4,Signal Exit
2022-06-02,2022-06-06,1870.4552400000002,1838.77512,-5.845104341874038,4,Signal Exit
2022-06-07,2022-06-13,1851.23412,1827.1878800000002,-4.6076102779999815,6,Signal Exit
2022-06-16,2022-06-28,1848.6312599999999,1815.50075,-5.838750192834993,12,Signal Exit
2022-08-01,2022-08-03,1774.64997,1758.9630100000002,-3.2167291641069578,2,Signal Exit
2022-08-04,2022-08-17,1793.17032,1759.9619100000002,-6.377761145764451,13,Signal Exit
2022-08-23,2022-08-29,1749.22203,1734.7896300000002,-3.297961348736936,6,Signal Exit
2022-09-12,2022-09-13,1732.70388,1705.2221899999997,-5.86641119473156,1,Signal Exit
2022-10-04,2022-10-10,1727.39805,1666.5025537303723,-10.29019821635344,6,Stop Loss
2022-10-25,2022-10-31,1655.11863,1638.89523,-3.1273212127499748,6,Signal Exit
2022-11-01,2022-11-03,1651.51467,1629.10601,-4.39855667518601,2,Signal Exit
2022-11-08,2022-11-10,1717.8875999999998,1751.7709300000001,4.960513663410552,2,Signal Exit
2022-11-16,2022-11-21,1777.7533799999999,1737.6864399999997,-6.7714124394290245,5,Signal Exit
2022-11-29,2022-12-01,1758.23193,1806.21098,7.858080535504525,2,Signal Exit
2022-12-05,2022-12-12,1776.25173,1783.0365,0.7782970751174969,7,Signal Exit
2023-02-14,2023-02-15,1859.0427,1834.9793,-4.327038637,1,Signal Exit
2023-02-16,2023-02-21,1845.42774,1832.18238,-2.57185014273002,5,Signal Exit
2023-03-01,2023-03-02,1847.42994,1838.47545,-2.041796413624515,1,Signal Exit
2023-03-06,2023-03-07,1856.6400599999997,1817.998,-7.998725296327936,1,Signal Exit
2023-03-14,2023-03-20,1913.0019900000002,1980.61892,11.019446059650948,6,Signal Exit
2023-03-22,2023-03-23,1951.7445599999999,1993.7045100000003,5.302306096659051,1,Signal Exit
2023-04-27,2023-05-01,2001.1989,1990.0085800000002,-1.9264634584139897,4,Signal Exit
2023-05-02,2023-05-04,2025.52563,2053.43873,3.723213604297965,2,Signal Exit
2023-05-22,2023-05-25,1979.37492,1941.56193,-6.248410318567483,3,Signal Exit
2023-05-30,2023-06-07,1970.2649099999999,1947.75511,-3.9052220775959703,8,Signal Exit
2023-06-08,2023-06-12,1972.06689,1958.7430100000001,-2.515087374274987,4,Signal Exit
2023-06-14,2023-06-20,1962.2561099999998,1936.76721,-4.691968393859972,6,Signal Exit
2023-07-03,2023-07-06,1931.62245,1913.29306,-3.8863295841845193,3,Signal Exit
2023-07-10,2023-07-27,1933.1241,1943.55973,1.6663181934684892,17,Signal Exit
2023-07-31,2023-08-01,1981.7775599999998,1947.5553300000001,-7.331465219756924,1,Signal Exit
2023-08-02,2023-08-08,1948.1406,1928.6761199999999,-4.233491317608018,6,Signal Exit
2023-08-10,2023-08-14,1922.21211,1913.49284,-2.353995203717511,4,Signal Exit
2023-08-23,2023-09-07,1922.61255,1921.9834899999998,-0.6143670112160502,15,Signal Exit
2023-09-14,2023-09-21,1916.50584,1919.0866800000001,0.1878402915420227,7,Signal Exit
2023-09-25,2023-09-26,1920.3100200000001,1899.50824,-6.0912750246660625,1,Signal Exit
2023-10-11,2023-10-16,1880.4662400000002,1922.98239,9.31288780957043,5,Signal Exit
2023-10-17,2023-10-26,1928.5190400000001,1985.71331,11.638468310927491,9,Signal Exit
2023-12-13,2023-12-14,1990.28691,2032.96128,6.066881689025993,1,Signal Exit
2023-12-18,2023-12-26,2033.13399,2058.13356,3.3352069334925254,8,Signal Exit
