Date,daily_return
2024-01-01,-0.00040352100717791473
2024-01-02,-0.0008746369343767772
2024-01-03,-0.003220485152052819
2024-01-04,0.00044268550613761257
2024-01-05,0.0003996680460344576
2024-01-08,-0.00314969549457395
2024-01-09,0.0003131020944614932
2024-01-10,-0.001107140189068935
2024-01-11,0.0008397807221496447
2024-01-12,0.0032877868101725133
2024-01-15,-0.0004276042813734602
2024-01-16,-0.005090552562733239
2024-01-17,-0.005530585262478913
2024-01-18,0.0031456450360643987
2024-01-19,0.0011877117348446128
2024-01-22,-0.001496737113411539
2024-01-23,0.0010120987373334238
2024-01-24,-0.0004474424721605305
2024-01-25,0.0009983750134004259
2024-01-26,-0.00048033152228458013
2024-01-29,0.0024183460043919486
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,-0.00047577407203230665
2024-02-02,-0.0034315897256012263
2024-02-05,-0.0029406265441038063
2024-02-06,0.001811870822301169
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-12,-0.0005033451087601584
2024-02-13,-0.006764292155671261
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-11,0.0
2024-03-12,-0.0004806407406126799
2024-03-13,0.0028390958229431882
2024-03-14,0.0
2024-03-15,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-06,0.0
2024-05-07,-0.0003259006215363692
2024-05-08,-0.0006581953577806955
2024-05-09,0.00444000883792735
2024-05-10,-0.0003465716156785131
2024-05-13,-0.003216114135088932
2024-05-14,0.0025885511523104756
2024-05-15,0.0
2024-05-16,-0.00036604319279023395
2024-05-17,0.005012654747097486
2024-05-20,0.0
2024-05-21,-0.0003658921435096085
2024-05-22,-0.006319748154065662
2024-05-23,0.0
2024-05-24,0.0
2024-05-27,0.0
2024-05-28,-0.00036123805651671557
2024-05-29,-0.00308541828009876
2024-05-30,0.0005902485452934531
2024-05-31,-0.002235485279000471
2024-06-03,0.003267794552845429
2024-06-04,-0.003158238230889309
2024-06-05,0.003787358648504639
2024-06-06,0.002900111464639189
2024-06-07,-0.012169760231005758
2024-06-10,0.0
2024-06-11,-0.000345319254541352
2024-06-12,0.0008511971078664933
2024-06-13,-0.0026218409093865316
2024-06-14,0.003982476226545206
2024-06-17,-0.0018460678024353908
2024-06-18,0.0009348400885515662
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-08,-0.0004233553496360018
2024-07-09,0.0007800359457380727
2024-07-10,0.0007961472352582109
2024-07-11,0.0
2024-07-12,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,-0.0003861898103424057
2024-07-22,-0.0008448561462744624
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,-0.000379216321446733
2024-07-26,0.0026897838171685584
2024-07-29,-0.00038246495356371166
2024-07-30,0.003244795343770736
2024-07-31,0.0
2024-08-01,-0.0003863219557741675
2024-08-02,-0.0003059371605664706
2024-08-05,-0.009865872586950175
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,0.0
2024-08-12,0.0
2024-08-13,-0.0003543274296318215
2024-08-14,-0.002272610157412343
2024-08-15,0.0007543320641065295
2024-08-16,0.0
2024-08-19,0.0
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.0
2024-08-23,0.0
2024-08-26,-0.0003779459296004182
2024-08-27,0.000669491515914273
2024-08-28,-0.000386183337706935
2024-08-29,0.0026562569549208838
2024-08-30,-0.002925279313189413
2024-09-02,0.0
