"Date","Price","Open","High","Low","Vol.","Change %"
"07/29/2025","211.27","214.18","214.81","210.82","51.41M","-1.30%"
"07/30/2025","209.05","211.90","212.39","207.72","45.51M","-1.05%"
"07/31/2025","207.57","208.49","209.84","207.16","80.70M","-0.71%"
"08/01/2025","202.38","210.87","213.58","201.50","104.43M","-2.50%"
"08/04/2025","203.35","204.51","207.88","201.68","75.11M","0.48%"
"08/05/2025","202.92","203.40","205.34","202.16","44.16M","-0.21%"
"08/06/2025","213.25","205.63","215.38","205.59","108.48M","5.09%"
"08/07/2025","220.03","218.88","220.85","216.58","90.22M","3.18%"
"08/08/2025","229.35","220.83","231.00","219.25","113.85M","4.24%"
"08/11/2025","227.18","227.92","229.56","224.76","61.81M","-0.95%"
"08/12/2025","229.65","228.01","230.80","227.07","55.67M","1.09%"
"08/13/2025","233.33","231.07","235.00","230.43","69.88M","1.60%"
"08/14/2025","232.78","234.05","235.12","230.85","51.92M","-0.24%"
"08/15/2025","231.59","234.00","234.28","229.34","56.04M","-0.51%"
"08/18/2025","230.89","231.70","233.12","230.11","37.48M","-0.30%"
"08/19/2025","230.56","231.27","232.87","229.35","39.40M","-0.14%"
"08/20/2025","226.01","229.98","230.47","225.77","42.26M","-1.97%"
"08/21/2025","224.90","226.27","226.52","223.78","30.62M","-0.49%"
"08/22/2025","227.76","226.17","229.09","225.41","42.48M","1.27%"
"08/25/2025","227.16","226.48","229.30","226.23","30.98M","-0.26%"
"08/26/2025","229.31","226.87","229.49","224.69","54.58M","0.95%"
"08/27/2025","230.49","228.61","230.90","228.26","31.26M","0.51%"
"08/28/2025","232.56","230.82","233.41","229.34","38.07M","0.90%"
"08/29/2025","232.14","232.51","233.38","231.37","39.42M","-0.18%"
"09/02/2025","229.72","229.25","230.85","226.97","44.08M","-1.04%"
"09/03/2025","238.47","237.21","238.85","234.36","66.43M","3.81%"
"09/04/2025","239.78","238.45","239.90","236.74","47.55M","0.55%"
"09/05/2025","239.69","239.99","241.32","238.49","54.87M","-0.04%"
"09/08/2025","237.88","239.30","240.15","236.34","49.00M","-0.76%"
"09/09/2025","234.35","237.00","238.78","233.36","66.31M","-1.48%"
"09/10/2025","226.79","232.18","232.42","225.95","83.44M","-3.23%"
"09/11/2025","230.03","226.88","230.45","226.65","50.21M","1.43%"
"09/12/2025","234.07","229.22","234.51","229.02","55.82M","1.76%"
"09/15/2025","236.70","237.00","238.19","235.03","42.70M","1.12%"
"09/16/2025","238.15","237.18","241.22","236.32","63.42M","0.61%"
"09/17/2025","238.99","238.97","240.10","237.73","46.51M","0.35%"
"09/18/2025","237.88","239.97","241.20","236.65","44.25M","-0.46%"
"09/19/2025","245.50","241.23","246.30","240.21","163.74M","3.20%"
"09/22/2025","256.08","248.30","256.64","248.12","105.52M","4.31%"
"09/23/2025","254.43","255.88","257.34","253.58","60.28M","-0.64%"
"09/24/2025","252.31","255.22","255.74","251.04","42.30M","-0.83%"
"09/25/2025","256.87","253.21","257.17","251.71","55.20M","1.81%"
"09/26/2025","255.46","254.10","257.60","253.78","46.08M","-0.55%"
"09/29/2025","254.43","254.56","255.00","253.01","40.13M","-0.40%"
"09/30/2025","254.63","254.85","255.92","253.11","37.70M","0.08%"
"10/01/2025","255.45","255.04","258.79","254.93","48.71M","0.32%"
"10/02/2025","257.13","256.58","258.18","254.15","42.63M","0.66%"
"10/03/2025","258.02","254.66","259.24","253.95","49.16M","0.35%"
"10/06/2025","256.69","257.99","259.07","255.05","44.66M","-0.52%"
"10/07/2025","256.48","256.80","257.40","255.43","31.96M","-0.08%"
"10/08/2025","258.06","256.52","258.52","256.11","36.50M","0.62%"
"10/09/2025","254.04","257.80","258.00","253.14","38.32M","-1.56%"
"10/10/2025","245.27","254.94","256.38","244.00","62.00M","-3.45%"
"10/13/2025","247.66","249.38","249.69","245.56","38.14M","0.97%"
"10/14/2025","247.77","246.60","248.85","244.70","35.48M","0.04%"
"10/15/2025","249.34","249.49","251.82","247.47","33.89M","0.63%"
"10/16/2025","247.45","248.25","249.04","245.13","39.78M","-0.76%"
"10/17/2025","252.29","248.02","253.38","247.27","49.15M","1.96%"
"10/20/2025","262.24","255.88","264.38","255.63","90.48M","3.94%"
"10/21/2025","262.77","261.88","265.29","261.83","46.70M","0.20%"
"10/22/2025","258.45","262.65","262.85","255.43","45.02M","-1.64%"
"10/23/2025","259.58","259.94","260.62","258.01","32.75M","0.44%"
"10/24/2025","262.82","261.19","264.13","259.18","38.25M","1.25%"
"10/27/2025","268.81","264.88","269.12","264.65","44.89M","2.28%"
"10/28/2025","269.00","268.98","269.89","268.15","41.53M","0.07%"
"10/29/2025","269.70","269.27","271.41","267.11","51.09M","0.26%"
"10/30/2025","271.40","271.99","274.14","268.48","69.89M","0.63%"
"10/31/2025","270.37","276.99","277.32","269.16","86.17M","-0.38%"
"11/03/2025","269.05","270.42","270.85","266.25","50.19M","-0.49%"
"11/04/2025","270.04","268.33","271.49","267.61","49.27M","0.37%"
"11/05/2025","270.14","268.61","271.70","266.93","43.68M","0.04%"
"11/06/2025","269.77","267.89","273.40","267.89","51.20M","-0.14%"
"11/07/2025","268.47","269.80","272.29","266.77","48.23M","-0.48%"
"11/10/2025","269.43","268.96","273.73","267.45","41.31M","0.36%"
"11/11/2025","275.25","269.81","275.91","269.80","46.21M","2.16%"
"11/12/2025","273.47","275.00","275.73","271.70","48.40M","-0.65%"
"11/13/2025","272.95","274.11","276.70","272.09","49.60M","-0.19%"
"11/14/2025","272.41","271.05","275.96","269.60","47.43M","-0.20%"
"11/17/2025","267.46","268.82","270.49","265.73","45.02M","-1.82%"
"11/18/2025","267.44","269.99","270.71","265.32","45.68M","-0.01%"
"11/19/2025","268.56","265.52","272.21","265.50","40.42M","0.42%"
"11/20/2025","266.25","270.83","275.43","265.92","45.82M","-0.86%"
"11/21/2025","271.49","265.95","273.33","265.67","59.03M","1.97%"
"11/24/2025","275.92","270.90","277.00","270.90","65.59M","1.63%"
"11/25/2025","276.97","275.27","280.38","275.25","46.91M","0.38%"
"11/26/2025","277.55","276.96","279.53","276.63","33.43M","0.21%"
"11/28/2025","278.85","277.26","279.00","275.99","20.14M","0.47%"
"12/01/2025","283.10","278.01","283.42","276.14","46.59M","1.52%"
"12/02/2025","286.19","283.00","287.40","282.63","53.67M","1.09%"
"12/03/2025","284.15","286.20","288.62","283.30","43.54M","-0.71%"
"12/04/2025","280.70","284.10","284.73","278.59","43.99M","-1.21%"
"12/05/2025","278.78","280.54","281.14","278.05","47.27M","-0.68%"
"12/08/2025","277.89","278.13","279.67","276.15","38.21M","-0.32%"
"12/09/2025","277.18","278.16","280.03","276.92","32.19M","-0.26%"
"12/10/2025","278.78","277.75","279.75","276.44","33.04M","0.58%"
"12/11/2025","278.03","279.10","279.59","273.81","33.25M","-0.27%"
"12/12/2025","278.28","277.90","279.22","276.82","39.53M","0.09%"
"12/15/2025","274.11","280.15","280.15","272.84","50.41M","-1.50%"
"12/16/2025","274.61","272.82","275.50","271.79","37.65M","0.18%"
"12/17/2025","271.84","275.01","276.16","271.64","50.14M","-1.01%"
"12/18/2025","272.19","273.61","273.63","266.95","51.63M","0.13%"
"12/19/2025","273.67","272.14","274.60","269.90","144.63M","0.54%"
"12/22/2025","270.97","272.86","273.88","270.51","36.57M","-0.99%"
"12/23/2025","272.36","270.84","272.50","269.56","29.64M","0.51%"
"12/24/2025","273.81","272.34","275.43","272.20","17.91M","0.53%"
"12/26/2025","273.40","274.16","275.37","272.86","21.52M","-0.15%"
"12/29/2025","273.76","272.69","274.36","272.35","23.72M","0.13%"
"12/30/2025","273.08","272.81","274.08","272.28","22.14M","-0.25%"
"12/31/2025","271.86","273.06","273.68","271.75","27.29M","-0.45%"
