Feature,Group,Importance
ema_50,EMA,0.004325005486251648
close_pct_5d,returns,0.0037169892301241615
rsi_14,RSI,0.0026265234428589452
close_pct_1d,returns,0.0022476528313554456
ema_20,EMA,0.0020540720615375846
macd_hist,MACD,0.0014502923070644803
vol_gate_flag,volatility gate,0.0010652149837831117
atr_14,ATR,0.001021310894226375
close_pct_20d,returns,-0.0008738260619679194
volume_ratio,volume ratio,-0.0011254649827167494
macd,MACD,-0.0024911503719953314
macd_signal,MACD,-0.004050902516452558
