date,daily_return,equity
2020-01-02,0.0,1000.0
2020-01-03,0.0,1000.0
2020-01-06,0.0,1000.0
2020-01-07,0.0,1000.0
2020-01-08,0.0,1000.0
2020-01-09,0.0,1000.0
2020-01-10,0.0,1000.0
2020-01-13,0.0,1000.0
2020-01-14,0.0,1000.0
2020-01-15,0.0,1000.0
2020-01-16,-9.403025020537825e-05,999.9059697497946
2020-01-17,0.0004079137672203699,1000.3138451607814
2020-01-21,-0.00010474984743393162,1000.2090624381148
2020-01-22,-0.0016524098891486038,998.556307092126
2020-01-23,0.0,998.556307092126
2020-01-24,0.0,998.556307092126
2020-01-27,-2.299195475179036e-05,998.5333483306962
2020-01-28,-0.00042218758624250195,998.1117799465818
2020-01-29,-0.0010941272346373556,997.0197186649299
2020-01-30,0.00031354278800735727,997.3323270072184
2020-01-31,0.0,997.3323270072184
2020-02-03,0.0,997.3323270072184
2020-02-04,-3.235760866693601e-05,997.3000557180702
2020-02-05,-5.4179939828503186e-05,997.2460220610604
2020-02-06,0.0,997.2460220610604
2020-02-07,-3.1153657112988367e-06,997.2429152749976
2020-02-10,-2.746823121059616e-05,997.2155227760277
2020-02-11,3.85305898195131e-05,997.2539460782974
2020-02-12,4.56921453688025e-05,997.2995127505712
2020-02-13,-4.230450660839542e-06,997.2952937241885
2020-02-14,-0.00016737288488748666,997.1283735337931
2020-02-18,0.00010413608441515811,997.2322105782722
2020-02-19,8.799327767900122e-06,997.2409855513538
2020-02-20,0.0,997.2409855513538
2020-02-21,-6.153807091685252e-06,997.2348487227048
2020-02-24,0.02113271666335883,1018.3091302275892
2020-02-25,5.3152458839924914e-06,1018.3145427910023
2020-02-26,8.927373021854652e-05,1018.405451528773
2020-02-27,0.0,1018.405451528773
2020-02-28,0.0,1018.405451528773
2020-03-02,-3.417623032064911e-05,1018.3706462695018
2020-03-03,3.4011004643258634e-05,1018.4052820782806
2020-03-04,-3.9239534212998085e-05,1018.3653203293718
2020-03-05,1.85743539586334e-05,1018.3842358072908
2020-03-06,0.0003033895894880038,1018.6932029825334
2020-03-09,-0.010329483974433167,1008.1706278674613
2020-03-10,-6.0891604822727326e-05,1008.1092387399954
2020-03-11,0.0,1008.1092387399954
2020-03-12,0.0,1008.1092387399954
2020-03-13,0.0,1008.1092387399954
2020-03-16,-4.840784391614251e-06,1008.1043587005274
2020-03-17,-5.1996275308753423e-05,1008.0519410287525
2020-03-18,0.0,1008.0519410287525
2020-03-19,-5.629397032747848e-06,1008.0462663041468
2020-03-20,-7.521602799781601e-05,1007.9704450679574
2020-03-23,0.2518105533396599,1261.788040590543
2020-03-24,0.0,1261.788040590543
2020-03-25,0.0,1261.788040590543
2020-03-26,-7.62010165980941e-05,1261.6918910591187
2020-03-27,-0.00039379677951312595,1261.1950408556818
2020-03-30,4.287685504766768e-05,1261.2491169326354
2020-03-31,-8.902106302437474e-05,1261.1368391955075
2020-04-01,-3.368284109814198e-05,1261.0943605237499
2020-04-02,0.0,1261.0943605237499
2020-04-03,0.0,1261.0943605237499
2020-04-06,0.0,1261.0943605237499
2020-04-07,0.0,1261.0943605237499
2020-04-08,-1.4861568332622114e-06,1261.0924863397486
2020-04-09,3.1448468631086236e-05,1261.1321457672461
2020-04-13,-3.917428802455912e-05,1261.0827418133308
2020-04-14,1.3007928467198703e-05,1261.0991458874275
2020-04-15,0.0,1261.0991458874275
2020-04-16,-2.221671380257126e-06,1261.0963441395475
2020-04-17,-2.5208305982815267e-05,1261.0645540370306
2020-04-20,-1.641565301985586e-05,1261.0438528388759
2020-04-21,0.005596264314935238,1268.1009875520865
2020-04-22,-9.984228213292928e-06,1268.0883265424293
2020-04-23,0.00012271672833052253,1268.2439421930967
2020-04-24,-8.246611948043396e-05,1268.1393550366295
2020-04-27,-7.741520732132118e-05,1268.041181765547
2020-04-28,-0.00021351793553633978,1267.7704322302413
2020-04-29,-0.00022282178338732338,1267.487945361606
2020-04-30,0.00023325438709766012,1267.783592485455
2020-05-01,-1.5616754674575027e-05,1267.7637938201108
2020-05-04,0.0001443755546269786,1267.9468279209796
2020-05-05,0.0,1267.9468279209796
2020-05-06,0.0,1267.9468279209796
2020-05-07,0.0,1267.9468279209796
2020-05-08,-6.715582871427634e-05,1267.861677900985
2020-05-11,0.0011345895508011305,1269.3001805125925
2020-05-12,0.002305250987854709,1272.2262360076033
2020-05-13,0.0,1272.2262360076033
2020-05-14,0.0,1272.2262360076033
2020-05-15,0.0,1272.2262360076033
2020-05-18,-8.333082204740168e-05,1272.1202203495266
2020-05-19,-0.010042329079888543,1259.3451704675963
2020-05-20,-3.257996399700352e-05,1259.3041410472827
2020-05-21,-5.217190470303992e-05,1259.2384407516438
2020-05-22,7.30995411018498e-05,1259.3304905038005
2020-05-26,0.0,1259.3304905038005
2020-05-27,0.0,1259.3304905038005
2020-05-28,0.0,1259.3304905038005
2020-05-29,0.0,1259.3304905038005
2020-06-01,0.0,1259.3304905038005
2020-06-02,0.0,1259.3304905038005
2020-06-03,0.0,1259.3304905038005
2020-06-04,-1.8196179412082205e-06,1259.3281990034461
2020-06-05,-2.520627743528099e-06,1259.3250247058495
